Rating,Price,Skills,Weak Foot,Pace,Shooting,Passing,Dribbling,Defending,Physicality,Popularity,Base Stats,In Game Stats,Team,Nation,League,CF,CM,RW,LM,CDM,RB,GK,CAM,RWB,LWB,CB,LB,RM,LW,ST,Card Type,Acceleration Type,Work Rate (Attack),Work Rate (Defense),Height (cm),Weight (kg)
87,25500.0,3,4,90,87,76,85,45,72,400,455,2216,hero,saudi arabia,mbs pro league (sau 1),1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,world cup hero,controlled,h,m,177.0,71.0
87,36750.0,4,4,91,84,82,90,55,69,445,471,2251,atlético de madrid,belgium,laliga santander,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,world cup ptg,controlled,h,h,185.0,72.796977124183
87,15750.0,4,4,96,81,82,86,67,78,667,490,2321,stade de reims,japan,ligue 1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,world cup ptg,explosive,h,m,177.0,68.0
87,28000.0,4,3,97,83,80,88,48,70,860,466,2233,napoli,mexico,serie a tim,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,world cup ptg,explosive,h,l,175.0,70.0
87,278950.0,5,3,94,80,82,90,80,78,3577,504,2411,juventus,colombia,serie a tim,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,player moments sbc,explosive,h,m,179.0,72.0
87,32200.000000000004,4,4,92,86,69,87,49,84,5828,467,2186,juventus,italy,serie a tim,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,potm serie a sbc,controlled,h,m,182.0,72.0
87,41750.0,2,4,80,37,75,80,88,84,823,444,2023,arsenal,england,premier league,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,road to world cup,lengthy,m,h,185.0,72.796977124183
87,453000.0,4,4,90,81,86,91,35,63,2585,446,2186,paris sg,argentina,ligue 1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,flashback sbc,explosive,m,m,169.0,67.0
87,45850.0,3,4,78,75,84,82,84,91,-383,494,2312,real betis,portugal,laliga santander,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,world cup showdown s,lengthy,m,m,187.0,72.796977124183
87,26100.0,4,5,77,84,92,87,57,61,2248,458,2233,manchester utd,denmark,premier league,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,road to worldcup sbc,controlled,m,l,181.0,76.0
87,140000.0,4,4,96,80,82,87,79,80,957,504,2348,fc bayern,canada,bundesliga,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,world cup stories,controlled,h,l,185.0,77.0
87,19000.0,4,4,85,88,78,85,46,87,3421,469,2261,milan,france,serie a tim,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,world cup stories,lengthy,h,m,192.0,72.796977124183
87,16850.0,4,4,85,86,81,87,45,72,524,456,2152,fc bayern,germany,bundesliga,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,bundes potm sbc,explosive,h,m,176.0,77.0
87,280000.0,4,4,94,78,82,83,80,82,967,499,2354,paris sg,morocco,ligue 1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,world cup phenoms,controlled,h,m,181.0,73.0
87,241000.0,4,3,85,73,86,90,83,86,1067,503,2382,real madrid,france,laliga santander,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,world cup phenoms,controlled,h,h,182.0,68.0
87,34750.0,4,4,88,87,76,85,50,87,-27,473,2242,sl benfica,portugal,liga nos (por 1),1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,world cup phenoms,controlled,h,m,185.0,72.796977124183
87,148000.0,4,4,94,83,80,90,35,63,713,445,2162,real madrid,brazil,laliga santander,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,world cup phenoms,explosive,m,m,174.0,64.0
87,452800.0,5,4,91,84,75,89,31,73,-4336,443,2159,portugal,portugal,world cup,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,flashback sbc,controlled,h,l,187.0,83.0
87,219400.0,3,3,84,48,70,74,86,87,985,449,2040,fc bayern,france,bundesliga,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,world cup showdown s,lengthy,h,m,186.0,72.796977124183
87,30250.0,3,3,86,73,78,81,83,93,1126,494,2278,inter,netherlands,serie a tim,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,world cup tott,lengthy,h,h,188.0,72.796977124183
87,35250.0,4,5,87,85,88,87,78,85,1584,510,2462,spurs,croatia,premier league,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,world cup tott,controlled,h,m,186.0,72.796977124183
87,43400.0,4,4,84,84,87,90,62,75,405,482,2335,frankfurt,germany,bundesliga,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,player moments sbc,controlled,m,m,176.0,72.0
87,18250.0,3,4,78,81,81,87,84,90,2180,501,2374,fiorentina,morocco,serie a tim,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,world cup tott,lengthy,l,h,185.0,72.796977124183
87,9500.0,3,4,85,78,86,85,84,87,3275,505,2417,milan,italy,serie a tim,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,winter wildcards,controlled,m,h,181.0,79.0
87,44850.0,3,4,92,84,85,87,77,79,993,504,2388,vfl bochum,england,bundesliga,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,out of position sbc,controlled,h,h,176.0,75.0
87,90200.0,4,4,82,82,87,85,80,84,3857,500,2382,atlético de madrid,argentina,laliga santander,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,winter wildcards sbc,controlled,h,m,180.0,70.0
87,16250.0,4,5,88,87,85,86,70,84,1486,500,2391,lafc,italy,major league soccer,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,winter wildcards,controlled,h,m,187.0,72.796977124183
87,393000.0,5,5,95,82,84,91,40,64,1200,456,2170,fc barcelona,france,laliga santander,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,winter wildcards,explosive,h,m,178.0,67.0
87,597000.0,4,5,95,70,87,82,81,83,1179,498,2318,real madrid,france,laliga santander,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,winter wildcards,controlled,h,h,180.0,73.0
87,45000.0,4,4,84,83,86,88,76,80,1448,497,2337,fc bayern,netherlands,bundesliga,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,winter wildcards,controlled,m,m,190.0,72.796977124183
87,83850.0,3,3,83,53,70,77,87,88,4058,458,2153,om,côte d'ivoire,ligue 1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,winter wildcards sbc,lengthy,m,h,186.0,72.796977124183
87,250000.0,5,4,93,81,81,91,32,75,1346,453,2129,newcastle utd,france,premier league,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,winter wildcards,explosive,h,l,173.0,67.0
87,18750.0,4,4,85,82,86,92,56,65,583,466,2197,leverkusen,germany,bundesliga,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,winter wildcards,explosive,h,m,176.0,70.0
87,21750.0,4,4,75,52,75,68,87,85,-192,442,2086,hertha berlin,ghana,bundesliga,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,winter wildcards,lengthy,m,m,186.0,72.796977124183
87,21500.0,2,3,78,83,66,77,86,91,507,481,2263,beşiktaş,netherlands,süper lig (tur 1),1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,winter wildcards,lengthy,h,h,197.0,72.796977124183
87,34250.0,3,5,88,74,81,83,85,87,1070,498,2358,getafe cf,france,laliga santander,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,winter wildcards,controlled,h,m,176.0,70.0
87,22000.0,4,5,92,85,82,87,45,72,716,463,2217,ogc nice,côte d'ivoire,ligue 1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,winter wildcards,controlled,h,m,183.0,73.0
87,70450.0,3,2,91,65,80,83,84,83,-766,486,2349,hertha berlin,england,bundesliga,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,winter wildcards sbc,controlled,h,m,176.0,67.0
87,20250.0,3,4,78,76,87,86,83,80,679,490,2350,aston villa,brazil,premier league,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,if,controlled,h,m,175.0,66.0
87,26750.0,4,4,87,88,80,87,42,80,220,464,2190,fc porto,iran,liga nos (por 1),1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,if,controlled,m,m,186.0,72.796977124183
87,22750.0,4,3,86,87,87,90,56,78,864,484,2403,atlético de madrid,france,laliga santander,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,sif,explosive,m,m,176.0,73.0
87,19000.0,4,4,93,87,82,88,54,87,926,491,2301,milan,croatia,serie a tim,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,fut centurions,controlled,h,m,185.0,72.796977124183
87,18000.0,4,4,87,87,91,87,48,75,340,475,2274,real betis,spain,laliga santander,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,fut centurions,controlled,h,m,179.0,75.0
87,22250.0,4,4,87,90,85,89,37,75,469,463,2261,sampdoria,italy,serie a tim,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,fut centurions,controlled,m,m,180.0,79.0
87,47250.0,4,4,88,80,85,86,82,81,922,502,2393,real madrid,spain,laliga santander,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,fut centurions,explosive,h,m,173.0,70.0
87,29300.0,4,3,85,87,87,86,66,89,-4706,500,2428,athletic club,spain,laliga santander,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,fut centurions sbc,controlled,h,m,184.0,83.0
87,26750.0,4,4,86,87,84,88,58,81,849,484,2333,al nassr,brazil,mbs pro league (sau 1),1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,if,controlled,h,l,190.0,72.796977124183
87,17000.0,3,4,80,75,81,81,88,86,1202,491,2358,juventus,brazil,serie a tim,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,if,lengthy,m,h,184.0,78.0
87,20500.0,3,4,91,86,81,85,45,93,1046,481,2253,real sociedad,norway,laliga santander,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,sif,lengthy,h,m,194.0,72.796977124183
87,66000.0,2,3,87,48,68,78,88,83,138,452,2056,fc barcelona,france,laliga santander,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,if,controlled,h,h,181.0,75.0
87,40000.0,3,3,79,77,85,89,82,85,79,497,2393,sevilla fc,argentina,laliga santander,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,if,controlled,h,h,172.0,69.0
87,74200.0,4,3,90,82,85,83,80,87,2324,507,2450,rangers,england,scottish premiership (spfl),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,fut centurions sbc,controlled,h,m,182.0,72.796977124183
87,134450.0,3,3,82,70,81,84,88,89,-606,494,2319,west ham,england,premier league,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,fut centurions sbc,controlled,m,h,185.0,72.796977124183
87,39500.0,2,4,82,60,85,82,88,84,831,481,2338,chelsea,spain,premier league,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,fut centurions,controlled,m,h,178.0,77.0
87,19500.0,4,4,83,87,91,89,50,82,28,482,2312,ajax,serbia,eredivisie,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,fut centurions,controlled,m,m,181.0,76.0
87,17500.0,3,4,87,90,83,90,37,75,217,462,2250,rc celta,spain,laliga santander,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,fut centurions,explosive,h,h,176.0,67.0
87,40200.0,4,4,84,85,88,86,79,78,-1063,500,2392,cádiz cf,spain,laliga santander,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,fut centurions sbc,controlled,m,m,182.0,72.0
87,33100.0,3,3,82,69,75,79,88,83,778,476,2232,ss lazio,romania,serie a tim,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,fut centurions sbc,controlled,m,h,183.0,79.0
87,21250.0,4,4,78,83,92,86,77,81,704,497,2412,southampton,england,premier league,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,if,controlled,h,h,173.0,66.0
87,28000.0,3,3,91,65,80,83,82,86,328,487,2275,rennes,mali,ligue 1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,sif,controlled,h,m,175.0,71.0
87,27500.0,3,4,94,87,71,83,45,85,533,465,2168,napoli,nigeria,serie a tim,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,sif,controlled,h,m,185.0,72.796977124183
87,20500.0,2,3,83,54,63,70,90,85,1435,445,2052,juventus,brazil,serie a tim,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,toty honourable ment,lengthy,h,m,188.0,72.796977124183
87,26600.0,4,4,87,88,84,87,34,78,82,458,2193,club brugge,spain,1a pro league (bel 1),1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,player moments sbc,controlled,h,m,174.0,79.0
87,24750.0,4,3,82,81,86,85,79,84,-132,497,2363,atlético de madrid,argentina,laliga santander,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,if,controlled,h,m,180.0,70.0
87,28250.0,4,3,86,85,84,89,40,75,-22,459,2221,sassuolo,italy,serie a tim,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,if,controlled,m,m,183.0,72.0
87,270050.0,5,3,92,87,82,86,48,80,3496,475,2275,manchester utd,england,premier league,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,pl potm sbc,controlled,m,l,186.0,70.0
87,33000.0,2,3,85,56,75,77,87,84,2376,464,2191,milan,france,serie a tim,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,fut future stars,controlled,m,h,184.0,69.0
87,20000.0,1,2,87,84,79,90,39,88,149,467,796,fc porto,portugal,liga nos (por 1),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,fut future stars,controlled,m,m,188.0,72.796977124183
87,20250.0,4,4,87,88,82,86,60,79,-86,482,2276,athletic club,spain,laliga santander,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,fut future stars,controlled,h,m,188.0,72.796977124183
87,178150.0,4,3,99,86,82,87,44,72,4997,470,2246,southampton,england,premier league,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,flashback sbc,explosive,h,m,176.0,68.0
87,81950.0,5,3,96,84,84,88,55,67,1550,474,2261,girona fc,spain,laliga santander,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,fut future stars sbc,explosive,m,m,174.0,66.0
87,195000.0,4,4,94,78,83,83,79,82,1354,499,2355,paris sg,morocco,ligue 1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,if,controlled,h,m,181.0,73.0
87,22500.0,3,3,86,84,80,88,80,83,588,501,2356,newcastle utd,england,premier league,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,fut future stars,controlled,h,h,179.0,71.0
87,22000.0,2,4,80,46,79,84,86,91,77,466,2104,rcd espanyol,brazil,laliga santander,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,fut future stars,lengthy,m,h,187.0,72.796977124183
87,168300.0,3,3,85,81,85,87,86,87,3206,511,2406,ogc nice,france,ligue 1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,fut future stars,controlled,h,h,192.0,72.796977124183
87,48750.0,2,3,81,50,75,75,88,87,656,456,2079,chelsea,france,premier league,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,fut future stars,lengthy,m,h,194.0,72.796977124183
87,27500.0,4,3,87,83,88,85,72,75,149,490,2327,real betis,spain,laliga santander,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,if,controlled,h,m,176.0,65.0
87,21000.0,4,5,72,84,90,89,76,75,129,486,2373,montpellier,france,ligue 1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,sif,explosive,h,m,172.0,69.0
87,23000.0,1,3,88,87,80,88,49,87,96,479,949,getafe cf,spain,laliga santander,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,sif,lengthy,m,m,192.0,72.796977124183
87,24500.0,3,5,90,88,80,86,41,80,266,465,2207,losc,canada,ligue 1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,tif,controlled,h,h,180.0,77.0
87,48250.0,3,2,85,62,85,85,87,86,881,490,2336,manchester utd,england,premier league,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,sif,controlled,m,m,181.0,75.0
87,71300.0,4,3,90,83,87,89,70,74,-2049,493,2369,afc bournemouth,côte d'ivoire,premier league,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,fut future stars sbc,explosive,h,l,177.0,77.0
87,23000.0,4,4,93,84,80,88,45,81,895,471,2256,dortmund,netherlands,bundesliga,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,ucl live,controlled,m,m,178.0,77.0
87,19250.0,3,4,85,89,84,86,48,88,-61,480,2308,as monaco,germany,ligue 1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,uel live,controlled,h,h,179.0,85.0
87,191900.0,4,4,95,69,80,85,83,80,3130,492,2299,roma fc,italy,serie a tim,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,flashback sbc,controlled,h,m,186.0,72.796977124183
87,27500.0,4,4,93,84,85,91,64,74,687,491,2298,ss lazio,brazil,serie a tim,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,uecl live,explosive,h,h,175.0,70.0
87,18000.0,4,4,92,82,85,87,53,67,337,466,2212,girona fc,ukraine,laliga santander,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,if,explosive,h,m,178.0,72.0
87,25000.0,4,4,74,87,86,88,55,68,333,458,2258,dortmund,germany,bundesliga,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,if,explosive,h,m,180.0,71.0
87,20750.0,4,3,73,85,89,87,46,81,-26,461,2233,ajax,serbia,eredivisie,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,if,controlled,m,m,181.0,76.0
87,26000.0,1,3,87,84,85,90,49,86,179,481,1009,ogc nice,denmark,ligue 1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,sif,controlled,m,m,189.0,72.796977124183
87,37650.0,3,3,81,75,82,82,86,89,-864,495,2376,rb leipzig,germany,bundesliga,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,cl motm sbc,lengthy,h,m,188.0,72.796977124183
87,93200.0,2,3,84,72,78,83,85,93,1037,495,2293,om,bosnia and herzegovina,ligue 1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,showdown sbc,lengthy,h,m,183.0,85.0
87,59000.0,4,4,88,89,80,87,40,80,-67,464,2232,torino,paraguay,serie a tim,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,showdown sbc,controlled,h,m,181.0,73.0
87,52400.0,3,4,90,63,81,87,85,83,1105,489,2300,rb leipzig,germany,bundesliga,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,showdown sbc,controlled,h,m,185.0,72.796977124183
87,87150.0,4,4,86,81,85,92,76,80,352,500,2326,napoli,fyr macedonia,serie a tim,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,showdown sbc,controlled,m,m,184.0,74.0
87,104000.0,4,4,92,80,84,88,78,78,-824,500,2346,newcastle utd,england,premier league,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,showdown sbc,explosive,h,m,179.0,74.0
87,22000.0,3,3,85,78,80,87,87,90,458,507,2361,napoli,cameroon,serie a tim,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,sif,controlled,m,l,184.0,78.0
87,17500.0,1,3,88,86,79,92,47,85,478,477,920,dortmund,switzerland,bundesliga,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,sif,controlled,m,m,195.0,72.796977124183
87,29500.0,4,3,84,81,84,90,58,63,140,460,2189,manchester city,england,premier league,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,if,explosive,h,h,171.0,69.0
87,17750.0,2,3,75,67,77,80,86,87,31,472,2210,west ham,england,premier league,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,if,lengthy,m,h,185.0,72.796977124183
87,13750.0,3,3,88,77,87,84,86,90,360,512,2400,union berlin,austria,bundesliga,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,fantasy,lengthy,h,m,189.0,72.796977124183
87,15750.0,3,3,88,44,77,80,85,92,267,466,2154,impact montréal,canada,major league soccer,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,fantasy,lengthy,h,h,183.0,88.0
87,17500.0,3,5,87,88,77,86,35,83,216,456,2196,fiorentina,serbia,serie a tim,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,motm,controlled,m,m,182.0,85.0
87,26750.0,5,2,83,83,87,90,51,73,150,467,2285,juventus,argentina,serie a tim,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,motm,explosive,h,m,180.0,69.0
87,30000.0,4,3,97,84,80,88,49,70,308,468,2244,napoli,mexico,serie a tim,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,motm,explosive,h,l,175.0,70.0
87,24750.0,4,4,91,87,87,91,48,72,669,476,2319,sassuolo,france,serie a tim,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,fantasy,explosive,m,m,177.0,79.0
87,121300.0,5,3,93,84,80,90,36,74,-2688,457,2192,sc freiburg,ghana,bundesliga,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,out of position sbc,explosive,m,m,179.0,73.0
87,20250.0,3,3,75,50,69,61,87,85,11,427,1931,dortmund,germany,bundesliga,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,if,lengthy,m,m,195.0,72.796977124183
87,29300.0,3,4,91,77,82,86,82,88,-3553,506,2377,austin fc,united states,major league soccer,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,fantasy,controlled,h,h,175.0,79.0
87,35000.0,3,4,87,52,78,86,84,82,280,469,2176,southampton,england,premier league,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,if,controlled,h,m,174.0,64.0
87,16000.0,4,2,81,83,91,92,82,62,421,491,2381,dortmund,portugal,bundesliga,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,sif,explosive,h,l,170.0,72.796977124183
87,21000.0,3,4,85,87,82,88,37,66,26,445,2162,rc celta,spain,laliga santander,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,if,explosive,h,h,176.0,67.0
87,265000.0,2,3,88,54,74,76,88,85,827,465,2157,real madrid,brazil,laliga santander,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,if,controlled,m,m,186.0,78.0
87,19500.0,4,4,74,73,86,91,75,75,127,474,2293,chelsea,croatia,premier league,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,if,explosive,h,h,176.0,80.0
87,17750.0,3,3,99,88,81,87,40,88,2265,483,2271,rc lens,belgium,ligue 1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,tif,controlled,h,l,174.0,78.0
87,18000.0,4,4,77,82,85,87,83,82,187,496,2362,leverkusen,argentina,bundesliga,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,if,controlled,h,h,177.0,67.0
87,22750.0,1,2,86,87,82,90,57,87,274,489,968,rennes,france,ligue 1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,if,controlled,m,m,185.0,72.796977124183
87,15500.0,4,5,95,83,80,92,44,74,305,468,2186,villarreal cf,nigeria,laliga santander,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,fut birthday,explosive,h,l,172.0,70.0
87,85800.0,5,4,84,39,71,79,87,88,2578,448,2056,as monaco,france,ligue 1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,fut birthday sbc,lengthy,m,m,190.0,72.796977124183
87,21000.0,3,4,78,75,82,83,88,92,154,498,2362,psv,côte d'ivoire,eredivisie,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,if,lengthy,m,h,191.0,72.796977124183
87,48800.0,4,3,91,83,86,91,71,79,1699,501,2399,psv,netherlands,eredivisie,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,eredivisie potm sbc,explosive,h,m,168.0,72.796977124183
87,16250.0,5,3,83,59,72,80,90,88,567,472,2179,milan,denmark,serie a tim,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,fut birthday,lengthy,l,h,190.0,72.796977124183
87,17750.0,3,5,80,66,77,83,88,82,212,476,2268,inter,italy,serie a tim,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,cl motm,controlled,m,h,182.0,70.0
87,18250.0,4,4,85,87,87,90,63,71,138,483,2316,sporting cp,portugal,liga nos (por 1),1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,europa league motm,explosive,h,m,173.0,77.0
87,20500.0,5,3,90,85,81,90,43,70,176,459,2257,az,sweden,eredivisie,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,europa conf motm,explosive,h,l,171.0,70.0
87,21500.0,4,5,86,84,86,88,81,81,161,506,2367,ac monza,italy,serie a tim,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,fut birthday,controlled,m,m,183.0,75.0
87,51200.0,5,4,92,85,86,90,43,73,3045,469,2262,losc,france,ligue 1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,fut birthday,explosive,h,h,175.0,70.0
87,21250.0,5,4,86,84,86,88,81,81,204,506,2367,ac monza,italy,serie a tim,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,fut birthday,controlled,m,m,183.0,75.0
87,79000.0,3,5,90,82,82,88,77,85,-1143,504,2369,vfl wolfsburg,germany,bundesliga,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,fut birthday sbc,controlled,h,m,176.0,75.0
87,67150.0,3,3,91,75,81,86,80,81,-269,494,2328,union berlin,france,bundesliga,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,showdown sbc,controlled,h,m,175.0,80.0
87,37200.0,4,5,94,85,84,90,50,70,413,473,2261,fiorentina,argentina,serie a tim,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,fut birthday sbc,explosive,h,m,180.0,72.0
87,16500.0,4,3,86,87,89,87,46,76,37,471,2264,ajax,netherlands,eredivisie,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,sif,controlled,h,m,182.0,75.0
87,15750.0,3,4,82,84,83,85,87,88,145,509,2398,fc porto,colombia,liga nos (por 1),0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,sif,controlled,m,h,183.0,77.0
87,16500.0,4,4,96,88,84,88,52,85,337,493,2349,lafc,gabon,major league soccer,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,if,explosive,h,h,180.0,71.0
87,21000.0,4,3,80,80,87,90,49,72,68,458,2151,manchester city,england,premier league,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,if,controlled,h,m,180.0,81.0
87,17000.0,3,3,90,88,82,87,57,85,138,489,2258,m'gladbach,france,bundesliga,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,sif,lengthy,m,m,192.0,72.796977124183
87,26500.0,2,3,83,58,82,80,90,88,415,481,2281,atlético de madrid,spain,laliga santander,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,sif,controlled,m,h,184.0,75.0
87,21000.0,3,4,82,79,87,91,78,64,66,481,2314,paris sg,portugal,ligue 1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,if,explosive,h,h,173.0,65.0
87,19000.0,4,3,96,86,80,85,45,89,240,481,2269,athletic club,ghana,laliga santander,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,if,controlled,h,m,186.0,72.796977124183
87,18750.0,3,3,78,64,82,80,89,87,68,480,2319,fc bayern,france,bundesliga,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,sif,controlled,m,h,186.0,72.796977124183
87,24000.0,4,5,88,86,78,87,59,80,151,478,2285,liverpool,portugal,premier league,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,if,controlled,h,h,178.0,73.0
